NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
1857,-386.69043,-433.34427,-381.3156,-314.69998,364.60843,317.99286,466.5021,166.06255,190.335,379.93674,-413.7161,398.45294,534.4548,242.95178,233.61201,502.4029,-483.6648,-513.8163,257.86603,366.59863,483.7426,39.19063,272.96146,500.14557,-424.35345,509.8948,-331.8677,77.77854,464.68,-225.29797,-513.1247,-470.36703
2024,-317.09265,-357.1599,-313.89636,-258.75687,300.96024,261.83545,384.5113,136.50961,156.77536,313.36115,-340.28693,327.90955,439.10562,199.02632,191.54257,413.47562,-398.0613,-422.89246,211.65436,300.89917,398.19785,32.09733,224.50406,412.0189,-349.80252,419.9424,-271.78503,63.474533,381.65015,-183.9331,-421.12228,-387.88763
2028,-405.56323,-454.05905,-399.63565,-329.87164,381.89252,333.23303,488.81305,174.08597,199.49277,398.05148,-433.66278,417.65216,560.3891,254.86958,245.04047,526.58105,-506.93365,-538.5111,270.38748,384.43738,507.01248,41.173588,286.143,524.1004,-444.59128,534.3538,-348.21716,81.64056,487.2218,-236.51587,-538.1367,-492.80417
2168,-200.52415,-229.42552,-200.86719,-165.0363,194.26933,167.74142,246.97923,86.97172,100.42411,201.7214,-217.18845,209.603,279.22977,125.43902,121.040634,264.38745,-254.53433,-270.468,134.26402,190.8138,254.73613,20.105608,143.23814,264.26486,-224.82823,269.07986,-171.07436,39.572872,242.49382,-114.65155,-266.90103,-249.5904
2342,-356.49902,-400.2939,-352.06894,-290.43256,336.99686,293.63242,430.9322,153.24135,175.77502,351.05347,-381.86343,367.84818,493.0901,223.89694,215.36076,463.82324,-446.52948,-474.374,237.82138,338.09714,446.6304,36.109623,251.93993,461.91403,-392.0149,470.8729,-305.79904,71.57411,428.66284,-207.35461,-473.2103,-434.5837
2356,-256.7069,-290.99384,-255.34926,-210.21031,245.7004,213.09471,313.27573,110.8524,127.58865,255.53053,-276.52408,266.62573,356.28625,160.90524,155.01976,336.24628,-323.71582,-343.94376,171.56493,243.87141,323.8878,25.882551,182.40956,335.48547,-285.07468,341.8046,-219.60626,51.087685,309.56934,-148.0417,-341.22992,-316.24722
2393,-316.05365,-356.02014,-312.88818,-257.92163,300.00922,260.99622,383.284,136.0684,156.272,312.3651,-339.18893,326.8536,437.67883,198.37036,190.91412,412.14557,-396.78082,-421.53326,210.9646,299.9175,396.91812,31.989393,223.77864,410.70108,-348.68826,418.59647,-270.88647,63.26167,380.40924,-183.31549,-419.74658,-386.6538
2397,-210.93085,-240.8327,-210.96117,-173.40448,203.79892,176.14339,259.26416,91.39644,105.45879,211.6913,-228.18121,220.16829,293.5057,132.00816,127.33494,277.70068,-267.35168,-284.08157,141.17303,200.64236,267.54904,21.177042,150.49605,277.46057,-235.99088,282.5558,-180.06421,41.704014,254.92021,-120.83581,-280.67062,-261.9401
2462,-260.88647,-295.5797,-259.406,-213.57085,249.52821,216.46988,318.215,112.62929,129.61507,259.53973,-280.94183,270.87473,362.02695,163.54439,157.54959,341.59827,-328.86816,-349.413,174.33897,247.82089,329.03915,26.318544,185.32773,340.78906,-289.55817,347.22073,-223.22284,51.943012,314.56174,-150.52596,-346.76617,-321.2132
2472,-205.84904,-235.25499,-206.02673,-169.31769,199.14297,172.03827,253.25548,89.23547,102.99294,206.81546,-222.80798,215.0003,286.524,128.79942,124.25924,271.19183,-261.08505,-277.42822,137.7996,195.83994,261.28372,20.647148,146.94601,271.00992,-230.53653,275.96616,-175.6683,40.665146,248.84776,-117.81527,-273.93918,-255.90108
2476,-281.70285,-318.38834,-279.58893,-230.30643,268.57803,233.27199,342.77164,121.47442,139.67625,279.47443,-302.92273,291.99997,390.5758,176.68565,170.1395,368.22058,-354.49677,-376.6296,188.15912,267.47916,354.6553,28.45974,199.83855,367.17197,-311.8727,374.15735,-241.20808,56.212646,339.41037,-162.89848,-374.3055,-345.9083
2529,-287.94324,-325.2199,-285.63486,-235.32303,274.287,238.30682,350.12537,124.1261,142.68658,285.44492,-309.50763,298.3262,399.1261,180.62457,173.91267,376.19556,-362.1734,-384.7836,192.30217,273.37036,362.32822,29.097067,204.18373,375.07578,-318.5588,382.22482,-246.59625,57.494137,346.85532,-166.60704,-382.55624,-353.30545
2530,-132.869,-155.21742,-135.2138,-110.62262,132.2556,113.09476,167.03224,58.1854,67.65381,136.85617,-145.69897,140.87157,186.39304,82.745766,80.12457,177.79808,-171.16699,-181.89801,89.35022,126.911446,171.37624,13.138896,96.01914,178.4149,-152.2041,181.37936,-112.64362,25.750204,161.68205,-74.47339,-177.36911,-169.25359
2681,-154.73326,-179.21524,-156.44084,-128.21039,152.31381,130.76321,192.89345,67.49347,78.25625,157.83539,-168.81007,163.09839,216.40608,96.53923,93.346436,205.79408,-198.12183,-210.54045,103.86478,147.56519,198.33386,15.391664,111.2902,206.17793,-175.68918,209.7492,-131.52481,30.208515,187.80627,-87.449844,-206.30869,-195.23286
2738,-283.78445,-320.66916,-281.60712,-231.98,270.48306,234.9523,345.2271,122.35889,140.6823,281.468,-305.12082,294.11252,393.43076,177.99979,171.3985,370.88272,-357.0596,-379.35114,189.5412,269.4451,357.21686,28.67384,201.28964,369.81018,-314.1042,376.851,-243.00668,56.6397,341.89526,-164.13583,-377.05966,-348.37775
2885,-305.6431,-344.61743,-302.798,-249.55264,290.4844,252.59485,371.00894,131.64554,151.24449,302.3988,-328.19962,316.29285,423.40634,191.79872,184.61835,398.83536,-383.96835,-407.92654,204.05312,290.08713,384.11215,30.921135,216.52496,397.51086,-337.53232,405.13156,-261.89288,61.124664,367.98532,-177.12791,-405.97656,-374.30725
2950,-354.5697,-398.21747,-350.2249,-288.88333,335.24847,292.0836,428.70886,152.42857,174.8811,349.24637,-379.85126,365.93652,490.49677,222.68375,214.20734,461.39856,-444.19254,-471.8795,236.53484,336.29022,444.30515,35.949844,250.62326,459.50784,-389.96365,468.42288,-304.16794,71.166664,426.379,-206.2085,-470.69992,-432.34213
2957,-119.34015,-140.37102,-122.08363,-99.73807,119.83354,102.16161,151.02962,52.420715,61.099735,123.87436,-131.40477,127.12379,167.8356,74.21529,71.94661,160.47935,-154.4953,-164.1731,80.36986,114.13504,154.69714,11.756763,86.574326,161.23392,-137.66841,163.82259,-100.971466,22.994675,145.52255,-66.453384,-159.47168,-153.17863
3013,-278.57642,-314.95728,-276.55377,-227.79277,265.71576,230.74635,339.0769,120.1464,138.1603,276.47568,-299.61746,288.82138,386.28085,174.71147,168.24783,364.21713,-350.64194,-372.53787,186.08324,264.525,350.8028,28.134245,197.6548,363.2053,-308.5188,370.10544,-238.50375,55.57247,335.67474,-161.03978,-370.16486,-342.19412
3241,-146.19,-169.81296,-148.12889,-121.33755,144.46478,123.85639,182.75252,63.849598,74.08608,149.6092,-159.76372,154.3803,204.6413,91.14533,88.168335,194.82329,-187.56355,-199.33191,98.199524,139.48412,187.76462,14.479993,105.30487,195.30226,-166.5037,198.6343,-124.11678,28.474686,177.5877,-82.37897,-194.96797,-185.04706
3245,-261.92694,-296.71973,-260.41483,-214.40749,250.48047,217.30971,319.4424,113.07143,130.11803,260.53613,-282.0405,271.93076,363.45395,164.20134,158.17892,342.92902,-330.14917,-350.77362,175.0298,248.80356,330.31943,26.425577,186.05305,342.1079,-290.67358,348.56717,-224.1218,52.156376,315.80386,-151.14441,-348.14255,-322.44754
3370,-317.09338,-357.16183,-313.89798,-258.75748,300.96115,261.83652,384.5135,136.50986,156.77682,313.36282,-340.28848,327.9116,439.10828,199.02682,191.54324,413.47763,-398.06357,-422.89447,211.65498,300.9002,398.1999,32.098225,224.50558,412.02078,-349.80383,419.94476,-271.7864,63.474407,381.65182,-183.93365,-421.1242,-387.88974
3415,-146.19,-169.81296,-148.12889,-121.33755,144.46478,123.85639,182.75252,63.849598,74.08608,149.6092,-159.76372,154.3803,204.6413,91.14533,88.168335,194.82329,-187.56355,-199.33191,98.199524,139.48412,187.76462,14.479993,105.30487,195.30226,-166.5037,198.6343,-124.11678,28.474686,177.5877,-82.37897,-194.96797,-185.04706
3457,-353.52866,-397.07684,-349.21588,-288.0464,334.2961,291.24332,427.48117,151.98654,174.37823,348.24957,-378.75214,364.88022,489.0693,222.02658,213.57777,460.06732,-442.9111,-470.51865,235.84369,335.30707,443.02432,35.842884,249.89778,458.1886,-388.84818,467.0761,-303.26837,70.95294,425.13654,-205.58974,-469.32275,-431.10727
3770,-220.28978,-251.08092,-220.03107,-180.9295,212.36539,183.69499,270.2987,95.375694,109.976654,220.6478,-238.05948,229.65846,306.3303,137.91534,132.99393,289.66376,-278.8678,-296.31573,147.38605,209.47781,279.0612,22.133307,157.01468,289.3184,-246.0236,294.66122,-188.14346,43.623295,266.0883,-126.39674,-293.04544,-273.03616
3835,-363.93967,-408.48056,-359.30563,-296.415,343.8203,299.64536,439.7557,156.40848,179.40579,358.21643,-389.74075,375.44147,503.34253,228.59834,219.8735,473.37753,-455.72366,-484.12473,242.75523,345.13782,455.83035,36.911633,257.1515,471.37897,-400.00314,480.54083,-312.26318,73.090546,437.56015,-211.77759,-483.09308,-443.4544
4047,-261.92694,-296.71973,-260.41483,-214.40749,250.48047,217.30971,319.4424,113.07143,130.11803,260.53613,-282.0405,271.93076,363.45395,164.20134,158.17892,342.92902,-330.14917,-350.77362,175.0298,248.80356,330.31943,26.425577,186.05305,342.1079,-290.67358,348.56717,-224.1218,52.156376,315.80386,-151.14441,-348.14255,-322.44754
4114,-208.7573,-238.39313,-208.81152,-171.65335,201.78731,174.37132,256.6215,90.46893,104.34998,209.55064,-225.8443,217.89346,290.4431,130.62933,126.00413,274.86005,-264.61533,-281.19464,139.7337,198.56651,264.80493,20.90077,148.93541,274.64984,-233.63219,279.67047,-178.13937,41.273655,252.29109,-119.53966,-277.7371,-259.2953
4411,-287.937,-325.21204,-285.62805,-235.31793,274.28033,238.30194,350.11615,124.122765,142.68224,285.43732,-309.5004,298.31827,399.11588,180.62044,173.90805,376.18588,-362.16473,-384.77484,192.29863,273.3638,362.3184,29.09461,204.17876,375.06635,-318.5517,382.2154,-246.58893,57.493366,346.84778,-166.60338,-382.5462,-353.29608
4444,-281.70285,-318.38837,-279.58896,-230.30644,268.57812,233.27206,342.77164,121.47446,139.67628,279.4745,-302.9228,292.00003,390.57593,176.68567,170.1395,368.2206,-354.49683,-376.62964,188.15918,267.47922,354.65543,28.45974,199.83861,367.172,-311.8728,374.15744,-241.20811,56.212658,339.41043,-162.89848,-374.30566,-345.90842
4466,-281.70285,-318.38834,-279.58893,-230.30643,268.57803,233.27199,342.77164,121.47442,139.67625,279.47443,-302.92273,291.99997,390.5758,176.68565,170.1395,368.22058,-354.49677,-376.6296,188.15912,267.47916,354.6553,28.45974,199.83855,367.17197,-311.8727,374.15735,-241.20808,56.212646,339.41037,-162.89848,-374.3055,-345.9083
4512,-354.5699,-398.21753,-350.2253,-288.88324,335.24838,292.0836,428.7088,152.42856,174.8813,349.24673,-379.8515,365.9368,490.49664,222.68365,214.20726,461.39853,-444.19266,-471.8797,236.53479,336.2901,444.30536,35.94985,250.62329,459.50772,-389.96396,468.42267,-304.1679,71.16667,426.37888,-206.20856,-470.69986,-432.342
4587,-122.470924,-143.80934,-125.123856,-102.257195,122.7098,104.69296,154.73633,53.75503,62.618427,126.88109,-134.71425,130.30777,172.13275,76.18925,73.83923,164.48941,-158.35573,-168.27734,82.448105,117.09229,158.5595,12.077525,88.761955,165.21242,-141.03384,167.88911,-103.673225,23.63151,149.26355,-68.308685,-163.6151,-156.90135
4691,-176.58865,-203.18422,-177.64746,-145.78804,172.34479,148.41469,218.71521,76.792404,88.84003,178.78618,-191.90231,185.2982,246.39287,110.33127,106.564026,233.7633,-225.05003,-239.14922,118.37376,168.20772,225.25949,17.641148,126.541466,233.9078,-199.14786,238.07538,-150.39963,34.6749,213.91019,-100.43015,-235.22939,-221.18123
4895,-226.54137,-257.94223,-226.10112,-185.9565,218.09111,188.74557,277.6888,98.03253,113.00924,226.6448,-244.66972,236.01515,314.91888,141.86261,136.77667,297.66943,-286.57672,-304.49982,151.53683,215.38525,286.76663,22.7841,161.38191,297.25226,-252.73265,302.76654,-193.55005,44.902134,273.55896,-130.11308,-301.32532,-280.46375
5017,-256.56372,-290.784,-255.17287,-210.09258,245.54675,212.96616,313.03375,110.783936,127.465416,255.33698,-276.3371,266.4156,356.01505,160.80827,154.91524,336.00427,-323.48535,-343.7171,171.47656,243.7148,323.64444,25.814781,182.26955,335.25055,-284.8974,341.55405,-219.43341,51.07376,309.3703,-147.95464,-340.98264,-316.0125
5148,-316.0527,-356.0222,-312.8895,-257.92087,300.00897,260.9967,383.28668,136.06778,156.2744,312.36685,-339.1901,326.85593,437.6817,198.36996,190.91396,412.14703,-396.7828,-421.5345,210.9641,299.91748,396.91983,31.991547,223.78055,410.70245,-348.6888,418.59903,-270.8873,63.26077,380.41016,-183.31511,-419.74786,-386.65567
5154,-249.4401,-283.03683,-248.30705,-204.36798,239.05202,207.23035,304.71002,107.76503,124.081665,248.5773,-268.8539,259.25778,346.32776,156.31842,150.62653,326.95865,-314.77435,-334.44598,166.73956,237.0111,314.95197,25.14081,177.34785,326.28046,-277.28635,332.40698,-213.3334,49.59589,300.8973,-143.72273,-331.62222,-307.63315
5269,-384.80524,-431.337,-379.52933,-313.18753,362.9085,316.4856,464.35876,165.27026,189.48323,378.1934,-411.76532,396.61072,531.95123,241.76901,232.49142,500.05658,-481.40393,-511.39526,256.60742,364.8418,481.49677,39.054585,271.69147,497.81522,-422.35968,507.52744,-330.29227,77.374664,462.46097,-224.17964,-510.69373,-468.20178
5388,-342.07733,-384.5325,-338.1162,-278.84134,323.81946,282.00113,413.97772,147.12244,168.84674,337.28534,-366.66388,353.26184,473.36752,214.79816,206.65262,445.42505,-428.81665,-455.5516,228.2414,324.49353,428.937,34.666218,241.91757,443.67917,-376.57727,452.2642,-293.3738,68.60225,411.47015,-198.78337,-454.17453,-417.52487
5541,-317.09366,-357.1625,-313.89853,-258.75766,300.96152,261.83688,384.51437,136.50995,156.77733,313.3635,-340.2891,327.91232,439.1093,199.02701,191.54347,413.47833,-398.0644,-422.89514,211.6552,300.9006,398.20062,32.09854,224.5061,412.02148,-349.80435,419.94562,-271.78683,63.474377,381.65237,-183.93382,-421.1249,-387.89047
5606,-294.1934,-332.07358,-291.69846,-240.34798,280.00772,243.35358,357.50482,126.78121,145.71234,291.43527,-316.11115,304.67514,407.7052,184.57074,177.69373,384.19382,-369.87384,-392.9589,196.45168,279.27475,370.02457,29.744202,208.54492,383.0014,-325.26083,390.31857,-252.00009,58.775177,354.31934,-170.32242,-390.82986,-360.72556
5632,-205.969,-235.38162,-206.1396,-169.41382,199.25085,172.13376,253.39047,89.286095,103.046074,206.92532,-222.93121,215.11623,286.68167,128.8745,124.33031,271.34003,-261.22778,-277.58145,137.87961,195.95119,261.42545,20.654926,147.0259,271.1573,-230.66287,276.11548,-175.76773,40.69098,248.98817,-117.88616,-274.09293,-256.03772
5710,-210.93088,-240.83281,-210.96127,-173.40448,203.79897,176.14343,259.26428,91.396454,105.45886,211.69136,-228.18135,220.1684,293.5058,132.0082,127.33496,277.70078,-267.35184,-284.08163,141.17308,200.64241,267.5492,21.177086,150.49612,277.4607,-235.99095,282.55594,-180.06427,41.704006,254.9203,-120.83584,-280.67075,-261.94022
5730,-317.09366,-357.16248,-313.8985,-258.75766,300.96152,261.83688,384.51437,136.50995,156.77733,313.3635,-340.2891,327.9123,439.1093,199.02701,191.54347,413.47833,-398.0644,-422.89514,211.6552,300.9006,398.20062,32.098545,224.5061,412.02148,-349.80435,419.9456,-271.78683,63.474377,381.65237,-183.93382,-421.1249,-387.89047
5753,-293.15244,-330.933,-290.6893,-239.51117,279.0553,242.51352,356.27695,126.339005,145.20938,290.43854,-315.0121,303.6187,406.27795,183.91356,177.06421,382.8628,-368.59244,-391.59818,195.76059,278.29172,368.74393,29.637175,207.81941,381.6822,-324.14526,388.972,-251.10083,58.561634,353.0769,-169.7038,-389.45285,-359.4906
5788,-206.67581,-236.11108,-206.79219,-169.97952,199.88103,172.69061,254.16388,89.583984,103.342636,207.55615,-223.64526,215.77979,287.5872,129.31537,124.74507,272.19672,-262.05115,-278.47134,138.3517,196.60037,262.24167,20.686205,147.48335,272.01035,-231.3992,276.9745,-176.34096,40.84742,249.80528,-118.302574,-274.98245,-256.8247
5847,-99.54582,-118.61474,-102.85328,-83.80622,101.62491,86.14648,127.5668,43.977406,51.491417,104.844124,-110.474,106.97913,140.65967,61.739433,59.98232,135.1125,-130.07664,-138.20494,67.22903,95.4365,130.26045,9.734868,72.733795,136.0585,-116.37285,138.0816,-83.895836,18.976316,121.86497,-54.737953,-133.2735,-129.61871
5998,-401.44067,-449.55997,-395.65247,-326.55896,378.1268,329.91162,483.9743,172.33533,197.51808,394.12088,-429.3242,413.48892,554.76025,252.26935,242.55153,521.32697,-501.87756,-533.1365,267.65042,380.551,501.9605,40.76425,283.2837,518.89246,-440.18292,529.0428,-344.66742,80.79009,482.31268,-234.06726,-532.69934,-487.93274
6023,-245.058,-278.2047,-244.0371,-200.84366,235.02632,203.68756,299.49704,105.89521,121.93186,244.34682,-264.2074,254.77219,340.2749,153.5482,147.9642,321.31815,-309.3481,-328.694,163.83626,232.8607,309.5177,24.656801,174.27069,320.6935,-272.57556,326.69867,-209.51599,48.70751,295.65237,-141.11894,-325.78873,-302.39432
6036,-335.83173,-377.69058,-332.06235,-273.82074,318.1054,276.96033,406.6126,144.46959,165.82979,331.30536,-360.07095,346.92493,464.8037,210.85562,202.87563,437.439,-421.12936,-447.38818,224.09512,318.59567,421.25363,34.02441,237.56511,435.76535,-369.88483,444.1855,-287.97745,67.32029,404.01636,-195.07121,-445.91275,-410.11676
6137,-398.28867,-446.09793,-392.5905,-324.02496,375.24094,327.3639,480.24585,170.99721,195.98706,391.09476,-425.9902,410.28067,550.42566,250.27887,240.64384,517.288,-497.98837,-529.00946,265.5576,377.57117,498.0738,40.433548,281.07956,514.8911,-436.80112,524.9548,-341.93802,80.14488,478.54474,-232.19275,-528.5216,-484.18484
6142,-189.07675,-216.87622,-189.76273,-155.83089,183.7851,158.49876,233.4633,82.10388,94.88474,190.75339,-205.0956,197.97986,263.52563,118.21328,114.11698,249.74187,-240.43391,-255.4909,126.66432,180.0023,240.6398,18.926935,135.25345,249.74745,-212.54756,254.2536,-161.18611,37.229675,228.82399,-107.849525,-251.754,-236.00436
