NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
2153,-166.15489,-191.71463,-167.50351,-137.39514,162.7753,139.97832,206.35385,72.35446,83.76114,168.7588,-180.85753,174.6691,232.03836,103.74363,100.24787,220.3845,-212.1659,-225.47107,111.44691,158.34236,212.37659,16.544489,119.23866,220.64636,-187.93605,224.51996,-141.36914,32.548103,201.43034,-94.22957,-221.39728,-208.76546
2172,-166.15689,-191.71683,-167.50545,-137.39674,162.77713,139.97993,206.35622,72.35531,83.762115,168.76073,-180.85963,174.67113,232.0411,103.74489,100.24908,220.38707,-212.16835,-225.4737,111.448235,158.34425,212.37904,16.544703,119.24007,220.6489,-187.93819,224.52255,-141.37088,32.548508,201.43274,-94.23075,-221.39992,-208.76782
2531,-166.17078,-191.73206,-167.51892,-137.40791,162.78986,139.99115,206.37262,72.36121,83.76884,168.77403,-180.8743,174.68523,232.06015,103.753654,100.257484,220.40483,-212.18546,-225.49185,111.45745,158.35736,212.39615,16.546131,119.24975,220.66653,-187.9531,224.54054,-141.38286,32.551346,201.44931,-94.239,-221.41829,-208.78432
3159,-166.14928,-191.6968,-167.48935,-137.39001,162.76688,139.96912,206.33238,72.352715,83.74728,168.74255,-180.84277,174.65024,232.01422,103.73896,100.24233,220.36618,-212.14659,-225.45439,111.442795,158.33282,212.35756,16.534962,119.2251,220.62915,-187.92407,224.49806,-141.35687,32.54949,201.41563,-94.225,-221.37946,-208.74698
3621,-157.94281,-182.72458,-159.54718,-130.79138,155.25323,133.35143,196.67247,68.85986,79.80033,160.90236,-172.19308,166.34651,220.79439,98.563354,95.2853,209.89131,-202.06491,-214.73369,105.99512,150.59262,202.27719,15.713334,113.52115,210.24133,-179.1293,213.89638,-134.2893,30.86641,191.63246,-89.35443,-210.54599,-199.03284
8203,-166.15588,-191.71384,-167.50304,-137.39589,162.77596,139.97804,206.35297,72.355255,83.76005,168.75835,-180.85716,174.66823,232.03714,103.744156,100.24846,220.38426,-212.16507,-225.47078,111.44722,158.34286,212.37639,16.543657,119.23766,220.64629,-187.93613,224.51894,-141.36946,32.548622,201.43001,-94.23002,-221.39723,-208.76518
8217,-89.97277,-107.996735,-93.486534,-76.09148,92.76827,78.36663,116.088715,39.882645,46.76097,95.54197,-100.28782,97.12979,127.396866,55.70001,54.17568,122.748344,-118.17412,-125.568596,60.876984,86.36087,118.33443,8.691237,65.96907,123.78756,-106.0202,125.50687,-75.57856,17.05922,110.37162,-49.080223,-120.52077,-118.11217
8239,-142.35358,-165.62416,-144.4194,-118.25227,140.95596,120.76021,178.24559,62.221714,72.24821,145.9523,-155.72212,150.50766,199.40556,88.72771,85.85683,189.93684,-182.85588,-194.32188,95.64841,135.86856,183.0639,14.108421,102.64128,190.45422,-162.39189,193.68315,-120.826126,27.685095,173.01366,-80.10128,-189.91571,-180.5173
3,-8.151726,-12.648288,-10.363308,-7.890479,11.343424,8.935788,12.838796,3.5759444,5.573644,11.373808,-10.656184,10.2120285,12.292422,4.1784773,4.6617646,13.350513,-12.922214,-13.796001,5.776819,7.76792,13.165177,0.932098,6.67881,13.99199,-12.77598,13.329312,-6.0001745,0.9937209,10.631972,-3.3846054,-10.928699,-13.782946
7265,-8.146283,-12.640495,-10.356747,-7.885263,11.336342,8.930266,12.830508,3.5733085,5.57036,11.3667,-10.649409,10.205389,12.284188,4.1752048,4.658498,13.341992,-12.913964,-13.787329,5.7729692,7.7624555,13.156995,0.9315577,6.674412,13.983177,-12.768262,13.320594,-5.995858,0.9928173,10.624868,-3.3822472,-10.921172,-13.774222
3173,-8.250333,-12.837856,-10.523152,-8.0074215,11.521648,9.056488,13.051843,3.6398013,5.65926,11.56118,-10.810395,10.380285,12.489367,4.243978,4.7281113,13.56659,-13.122394,-13.991284,5.8498774,7.8879704,13.366948,0.9620076,6.783959,14.206884,-12.955312,13.546218,-6.095273,1.0073777,10.786554,-3.4077997,-11.102172,-14.011693
4,0.07947827,0.15831181,0.08916784,0.20644952,-0.08401132,-0.13254565,-0.06758542,-0.13900967,0.04050017,-0.13929114,0.045104757,-0.052002814,-0.026141373,-0.036836296,-0.08417958,0.008952392,0.14551595,0.17858037,-0.08071759,-0.04396688,-0.0046269335,-0.037929684,-0.026370198,-0.13719198,0.0466613,-0.128038,0.03693521,-0.06773667,-0.08112061,0.020220628,0.038656257,0.08764137
5,-99.53886,-118.59855,-102.840126,-83.800026,101.616005,86.1375,127.54767,43.974804,51.479916,104.82945,-110.46017,106.9624,140.63812,61.734207,59.976498,135.09544,-130.05905,-138.18895,67.22412,95.42677,130.24297,9.727603,72.7219,136.04219,-116.36096,138.06181,-83.88436,18.97673,121.85094,-54.73292,-133.25671,-129.60175
7292,-185.9548,-213.45345,-186.73413,-153.32024,180.92532,155.9779,229.77672,80.77613,93.37372,187.76181,-201.7974,194.80977,259.24258,116.24275,112.22872,245.74751,-236.58806,-251.40578,124.591675,177.05376,236.79507,18.605478,133.07559,245.78781,-209.19788,250.20952,-158.48947,36.590828,225.09572,-105.994545,-247.6229,-232.2988
7343,-87.01097,-104.78487,-90.64242,-73.708176,90.0549,75.97967,112.63638,38.62177,45.37266,92.739235,-97.18815,94.17163,123.39977,53.840473,52.401527,119.00283,-114.56866,-121.7142,58.905445,83.58229,114.733955,8.440503,63.93398,120.062195,-102.85043,121.707016,-73.07074,16.44652,106.85802,-47.33541,-116.65349,-114.63765
7096,-99.53886,-118.59856,-102.840126,-83.80003,101.616005,86.137505,127.547676,43.974808,51.479916,104.82945,-110.46017,106.9624,140.63814,61.73421,59.9765,135.09546,-130.05905,-138.18896,67.22413,95.42678,130.24297,9.727604,72.72191,136.0422,-116.36097,138.06183,-83.88437,18.976732,121.850945,-54.73292,-133.25671,-129.60175
491,-142.24168,-165.50899,-144.316,-118.16263,140.85748,120.67082,178.12439,62.17626,72.20205,145.85378,-155.60854,150.4038,199.26277,88.65815,85.79254,189.80295,-182.72563,-194.18074,95.572365,135.76613,182.93684,14.105767,102.56856,190.32063,-162.27486,193.54738,-120.73813,27.659655,172.88322,-80.03468,-189.77695,-180.39488
1121,-133.69836,-156.1052,-136.0037,-111.28901,133.00377,113.7629,167.98004,58.530655,68.031715,137.62521,-146.56262,141.68497,187.49939,83.265755,80.6152,178.83136,-172.16704,-182.96915,89.90715,127.685394,172.36545,13.196409,96.582726,179.4422,-153.08652,182.42834,-113.33246,25.927568,162.66467,-74.9668,-178.43745,-170.20679
1994,-132.95226,-155.31538,-135.2995,-110.68986,132.33339,113.165085,167.1385,58.220104,67.70003,136.94157,-145.792,140.9632,186.5163,82.79877,80.17559,177.91055,-171.27664,-182.01245,89.406075,126.99213,171.48483,13.151719,96.082794,178.52579,-152.29695,181.49556,-112.71869,25.765882,161.78622,-74.52342,-177.48453,-169.35854
2217,-167.22224,-192.91289,-168.55968,-138.25516,163.76183,140.85043,207.65068,72.807816,84.30485,169.80856,-182.00613,175.7849,233.54178,104.42006,100.89924,221.77737,-213.51013,-226.88992,112.15565,159.36108,213.72144,16.676771,120.00593,222.02512,-189.09555,225.93797,-142.31003,32.76,202.72336,-94.86642,-222.83505,-210.06175
2291,-185.95256,-213.44766,-186.72949,-153.31825,180.92247,155.9747,229.76994,80.775406,93.369576,187.75671,-201.79251,194.80382,259.23483,116.24102,112.22686,245.7415,-236.58183,-251.40016,124.59,177.05045,236.78905,18.602854,133.07132,245.78215,-209.19382,250.20247,-158.48561,36.59107,225.09077,-105.99292,-247.61707,-232.29286
2305,-81.8232,-99.09165,-85.61359,-69.52902,85.26848,71.78123,106.49581,36.40098,42.876293,87.75782,-91.71505,88.909584,116.30777,50.576385,49.27263,112.367615,-108.186325,-114.91244,55.460243,78.69012,108.343445,7.939378,60.319927,113.46723,-97.26618,114.96675,-68.62028,15.393189,100.67041,-44.282124,-109.80928,-108.4675
2770,-145.39822,-168.97212,-147.37961,-120.70172,143.75253,123.22143,181.85596,63.519737,73.731224,148.88084,-158.94421,153.61087,203.59386,90.6494,87.70082,193.84303,-186.6155,-198.31476,97.66807,138.74722,186.82674,14.42946,104.77225,194.3273,-165.66478,197.64139,-123.46252,28.303783,176.654,-81.908165,-193.95349,-184.14352
2820,-133.91498,-156.37315,-136.23491,-111.4644,133.21753,113.94333,168.27899,58.630386,68.16791,137.86667,-146.8102,141.94308,187.83893,83.406166,80.7581,179.14449,-172.46448,-183.27457,90.04495,127.90184,172.67331,13.251741,96.75596,179.74963,-153.33163,182.74634,-113.55087,25.961695,162.9369,-75.09443,-178.75986,-170.50398
3289,-185.9538,-213.45082,-186.73204,-153.31932,180.92404,155.97646,229.7737,80.775795,93.37185,187.75954,-201.79523,194.8071,259.23907,116.241974,112.227875,245.74481,-236.58522,-251.40321,124.590904,177.05225,236.79234,18.604307,133.07367,245.78522,-209.19606,250.20636,-158.48772,36.59093,225.0935,-105.9938,-247.62025,-232.29614
3723,-142.2417,-165.509,-144.31601,-118.162636,140.8575,120.67083,178.1244,62.176266,72.20206,145.85379,-155.60855,150.40381,199.26277,88.65816,85.79255,189.80296,-182.72565,-194.18074,95.57237,135.76614,182.93686,14.105768,102.56856,190.32065,-162.27487,193.54738,-120.73814,27.659657,172.88324,-80.03469,-189.77696,-180.3949
3790,-132.87376,-155.2301,-135.22389,-110.62676,132.2618,113.10178,167.0469,58.186943,67.66288,136.86726,-145.7095,140.88448,186.40979,82.7494,80.128525,177.81114,-171.18074,-181.9102,89.353775,126.91835,171.3893,13.144663,96.02858,178.4271,-152.21295,181.39476,-112.65192,25.749601,161.69283,-74.47686,-177.38176,-169.26645
4376,-185.9548,-213.45343,-186.73413,-153.32024,180.92532,155.9779,229.7767,80.77613,93.37372,187.76181,-201.7974,194.80977,259.24258,116.242744,112.228714,245.7475,-236.58804,-251.40578,124.59167,177.05376,236.79506,18.605478,133.07559,245.7878,-209.19788,250.20952,-158.48947,36.590828,225.09572,-105.994545,-247.6229,-232.29878
4471,-91.18121,-109.37954,-94.69937,-77.067986,93.904724,79.360344,117.595665,40.404892,47.400024,96.76062,-101.602554,98.424065,129.1302,56.46706,54.921524,124.35548,-119.72004,-127.19581,61.674747,87.52289,119.891846,8.862606,66.8554,125.37897,-107.34713,127.14741,-76.66489,17.2894,111.84541,-49.79504,-122.17477,-119.61576
4602,-133.82458,-156.26125,-136.13837,-111.3912,133.12831,113.86799,168.15414,58.588776,68.111,137.76582,-146.70682,141.8353,187.69713,83.34756,80.69846,179.01373,-172.34027,-183.14705,89.98744,127.811485,172.54475,13.228601,96.68361,179.62128,-153.22931,182.61354,-113.45968,25.94747,162.82323,-75.04117,-178.62526,-170.3799
4959,-99.53886,-118.59855,-102.840126,-83.800026,101.616005,86.1375,127.54767,43.974804,51.479916,104.82945,-110.46017,106.9624,140.63812,61.734207,59.976498,135.09544,-130.05905,-138.18895,67.22412,95.42677,130.24297,9.727603,72.7219,136.04219,-116.36096,138.06181,-83.88436,18.97673,121.85094,-54.73292,-133.25671,-129.60175
5291,-185.95306,-213.44876,-186.7304,-153.31868,180.92307,155.97534,229.77122,80.77557,93.37032,187.75769,-201.79347,194.80493,259.23633,116.24139,112.22725,245.74266,-236.58301,-251.40128,124.59036,177.05113,236.79019,18.603304,133.07213,245.78325,-209.19464,250.20381,-158.48637,36.591053,225.09174,-105.99326,-247.6182,-232.294
5866,-81.8232,-99.09165,-85.61359,-69.52902,85.26848,71.78123,106.49581,36.40098,42.876293,87.75782,-91.71505,88.909584,116.30777,50.576385,49.27263,112.367615,-108.186325,-114.91244,55.460243,78.69012,108.343445,7.939378,60.319927,113.46723,-97.26618,114.96675,-68.62028,15.393189,100.67041,-44.282124,-109.80928,-108.4675
6059,-119.33614,-140.36366,-122.07752,-99.73467,119.82908,102.15711,151.02124,52.419205,61.09509,123.867935,-131.39832,127.116486,167.82602,74.21252,71.94376,160.47144,-154.48721,-164.1654,80.36695,114.130264,154.68933,11.754271,86.56909,161.22633,-137.66258,163.81367,-100.96633,22.994482,145.51569,-66.45073,-159.46388,-153.17102
6736,-109.9634,-130.06755,-112.9749,-92.19208,111.213234,94.576965,139.9196,48.4229,56.548164,114.86305,-121.49006,117.58264,154.96165,68.30422,66.278366,148.46457,-142.92891,-151.87492,74.14498,105.2772,143.12373,10.796275,80.01887,149.31192,-127.58377,151.6339,-92.88022,21.089657,134.31587,-60.899925,-147.06062,-142.02214
6,-74.51096,-91.00422,-78.48108,-63.63057,78.491776,65.83734,97.75802,33.26736,39.30668,80.675545,-83.956535,81.425865,106.23377,45.971092,44.85192,102.956085,-99.12923,-105.274734,50.601982,71.773254,99.27188,7.1968417,55.17922,104.11269,-89.358086,105.385185,-62.315563,13.92213,91.91164,-39.981544,-100.113235,-99.70111
7159,-74.51376,-91.00862,-78.48478,-63.632954,78.49499,65.839935,97.763245,33.268692,39.309402,80.67971,-83.96045,81.43038,106.23953,45.973022,44.85406,102.96114,-99.13405,-105.279434,50.60371,71.7765,99.27707,7.1984377,55.1822,104.11761,-89.36177,105.3905,-62.319225,13.922347,91.915726,-39.9833,-100.11835,-99.706116
1662,-68.248505,-84.0662,-72.36679,-58.57398,72.67264,60.738495,90.25924,30.578371,36.25093,74.59901,-77.30654,75.01005,97.603134,42.02786,41.067066,94.888,-91.36625,-97.01089,46.43876,65.84846,91.49636,6.569619,50.772686,96.0884,-82.57366,97.16308,-56.92327,12.6638155,84.407326,-36.308365,-91.809456,-92.178
2001,-52.463863,-66.45451,-56.879986,-45.78701,57.876747,47.825146,71.18847,23.75468,28.510431,59.155266,-60.47338,58.734074,75.75896,32.082104,31.511639,74.441055,-71.70817,-76.08701,35.936752,50.879982,71.78888,4.9898844,39.608765,75.72696,-65.372444,76.28058,-43.323612,9.51084,65.44918,-27.10887,-70.82236,-73.04766
2625,-74.50971,-91.00072,-78.47825,-63.62942,78.49001,65.83544,97.75384,33.266968,39.304058,80.672386,-83.95357,81.42221,106.22906,45.970104,44.850803,102.95246,-99.12542,-105.27138,50.60104,71.77129,99.26816,7.195141,55.176582,104.10925,-89.35561,105.380844,-62.313183,13.922314,91.90867,-39.980576,-100.10974,-99.69749
3256,-74.504524,-90.98889,-78.46864,-63.624783,78.48332,65.82891,97.73979,33.26494,39.295742,80.66162,-83.943504,81.41001,106.21335,45.96622,44.846462,102.939865,-99.112595,-105.25972,50.597435,71.764114,99.2553,7.189892,55.167957,104.0972,-89.34686,105.36638,-62.304657,13.922569,91.89839,-39.97693,-100.09738,-99.68494
3888,-69.2973,-85.23305,-73.394264,-59.421608,73.649826,61.59447,91.52171,31.029032,36.766567,75.62149,-78.42381,76.08975,99.05461,42.68867,41.7018,96.24388,-92.67111,-98.39879,47.136227,66.8425,92.80361,6.677376,51.514225,97.437004,-83.71291,98.546455,-57.828793,12.873587,85.666985,-36.92328,-93.20393,-93.44348
4218,-59.904293,-74.81155,-64.2176,-51.82606,64.88994,53.93539,80.2516,26.982622,32.193356,66.49018,-68.44399,66.46116,86.11456,36.774914,36.02569,84.132385,-81.0238,-85.99228,40.88881,57.95384,81.13272,5.7569346,44.90568,85.380905,-73.51702,86.1935,-49.75589,10.986968,74.412315,-31.433607,-80.75424,-82.13328
4733,-69.140755,-85.00523,-73.20227,-59.291275,73.47827,61.454376,91.257835,30.952585,36.6352,75.41051,-78.22108,75.86211,98.76186,42.583485,41.588306,95.9799,-92.42145,-98.15197,47.03937,66.67224,92.53879,6.6069436,51.36327,97.17977,-83.51796,98.272606,-57.642384,12.857843,85.45181,-36.831207,-92.93644,-93.18663
5387,-69.16609,-85.050964,-73.23983,-59.313057,73.50968,61.47963,91.3126,30.965687,36.665226,75.45379,-78.260155,75.909546,98.8218,42.601524,41.609226,96.03213,-92.47101,-98.19863,47.05444,66.703354,92.59231,6.6264534,51.394592,97.230095,-83.55388,98.328064,-57.68,12.85813,85.49174,-36.84657,-92.98875,-93.2386
5750,-82.862885,-100.232994,-86.621544,-70.3668,86.228615,72.62263,107.72726,36.846455,43.37677,88.756935,-92.812096,89.96461,117.729225,51.230625,49.900005,113.6979,-109.46549,-116.27584,56.15049,79.67084,109.62499,8.040016,61.044228,114.789696,-98.38567,116.31813,-69.51261,15.604131,101.91034,-44.893738,-111.18118,-109.70499
6052,-69.30408,-85.24769,-73.40621,-59.427467,73.65793,61.60296,91.538574,31.031528,36.776337,75.6344,-78.43623,76.10443,99.073746,42.69351,41.70693,96.25925,-92.687004,-98.41344,47.141136,66.85122,92.81884,6.683043,51.52495,97.45169,-83.723885,98.564224,-57.838657,12.873491,85.68,-36.927807,-93.21896,-93.45867
6766,-56.762615,-71.29774,-61.12923,-49.279415,61.941315,51.35974,76.446045,25.625158,30.648224,63.40977,-65.08728,63.21458,81.75792,34.795044,34.1243,80.0569,-77.10336,-81.82046,38.79635,54.97249,77.205055,5.4420733,42.677437,81.32153,-70.08727,82.02629,-47.049442,10.360202,70.63296,-29.603392,-76.57356,-78.31818
8132,-57.37859,-71.93121,-61.695896,-49.775337,62.48864,51.8558,77.112465,25.875563,30.894865,63.950603,-65.71175,63.78063,82.53433,35.176426,34.474472,80.78764,-77.81615,-82.59919,39.218296,55.53533,77.898636,5.442646,43.074745,82.055954,-70.7362,82.77424,-47.521217,10.501259,71.3508,-29.966597,-77.32681,-78.990234
8212,-82.872795,-100.24811,-86.63436,-70.37503,86.23885,72.63246,107.74427,36.85039,43.385456,88.77018,-92.825714,89.979324,117.74869,51.237217,49.906605,113.71451,-109.48216,-116.29228,56.15737,79.68163,109.64132,8.043953,61.054665,114.80583,-98.398544,116.33634,-69.523506,15.605279,101.92511,-44.899975,-111.197876,-109.7209
8226,-68.421684,-84.25721,-72.5352,-58.713837,72.833534,60.879128,90.46562,30.652882,36.334526,74.76634,-77.48974,75.18649,97.84047,42.136826,41.1716,95.11032,-91.57994,-97.23874,46.553844,66.01202,91.71054,6.5862045,50.893757,96.309616,-82.7609,97.38941,-57.0718,12.698791,84.61418,-36.409737,-92.038284,-92.3853
7,-31.52596,-42.528725,-35.96705,-28.594486,37.65572,30.364544,45.191654,14.532455,18.140993,38.134563,-37.794968,36.7364,46.430733,18.846466,18.81799,46.861816,-45.20677,-47.90149,21.903692,30.854427,45.25946,3.0058675,24.55821,48.13723,-42.049816,47.925034,-25.376045,5.35602,40.068237,-15.162508,-42.817898,-46.95444
7468,-35.614418,-47.243355,-40.07647,-31.985117,41.68045,33.811745,50.311996,16.354486,20.14,42.277985,-42.245514,41.03957,52.144753,21.433006,21.286541,52.269737,-50.403114,-53.438187,24.661896,34.775345,50.447407,3.3388104,27.49779,53.570663,-46.66185,53.500072,-28.829113,6.174339,45.033905,-17.454441,-48.26517,-52.1086
158,-26.316683,-36.411366,-30.655153,-24.226372,32.401493,25.91003,38.54019,12.17953,15.564834,32.743095,-32.06012,31.177881,39.090893,15.544608,15.668701,39.877167,-38.49576,-40.760334,18.373947,25.825163,38.56656,2.5891964,20.770115,41.097733,-36.070915,40.70952,-20.99112,4.321585,33.70082,-12.296283,-35.844967,-40.242466
236,-68.25604,-84.086876,-72.38338,-58.580833,72.683,60.749737,90.283585,30.580936,36.265907,74.61733,-77.32371,75.03129,97.63062,42.033634,41.073524,94.90928,-91.38859,-97.03071,46.44448,65.859726,91.51774,6.579153,50.788204,96.10862,-82.58812,97.18846,-56.936954,12.662818,84.42482,-36.313828,-91.83006,-92.199234
315,-31.52596,-42.528725,-35.96705,-28.594486,37.65572,30.364544,45.191654,14.532455,18.140993,38.134563,-37.794968,36.7364,46.430733,18.846466,18.81799,46.861816,-45.20677,-47.90149,21.903692,30.854427,45.25946,3.0058675,24.55821,48.13723,-42.049816,47.925034,-25.376045,5.35602,40.068237,-15.162508,-42.817898,-46.95444
1319,-35.614418,-47.243355,-40.07647,-31.985117,41.68045,33.811745,50.311996,16.354486,20.14,42.277985,-42.245514,41.03957,52.144753,21.433006,21.286541,52.269737,-50.403114,-53.438187,24.661896,34.775345,50.447407,3.3388104,27.49779,53.570663,-46.66185,53.500072,-28.829113,6.174339,45.033905,-17.454441,-48.26517,-52.1086
1752,-68.25134,-84.07511,-72.373825,-58.576576,72.67674,60.74324,90.2697,30.579262,36.257526,74.60682,-77.31383,75.019165,97.61498,42.030094,41.06959,94.896965,-91.37584,-97.01926,46.441036,65.85297,91.505325,6.573882,50.779476,96.096924,-82.57965,97.174034,-56.9289,12.663218,84.4147,-36.310436,-91.8181,-92.187004
2194,-99.54003,-118.60051,-102.84177,-83.801025,101.61747,86.13861,127.55008,43.975376,51.481255,104.83137,-110.461945,106.964516,140.64078,61.73507,59.977493,135.0977,-130.0612,-138.19104,67.22482,95.42827,130.24539,9.728443,72.72324,136.04437,-116.362625,138.06421,-83.88603,18.9768,121.852745,-54.733753,-133.25903,-129.60399
3438,-92.25034,-110.58498,-95.76012,-77.9311,94.89991,80.2372,118.90283,40.861153,47.946728,97.81791,-102.75515,99.54599,130.63878,57.1434,55.573475,125.75491,-121.06996,-128.62291,62.385056,88.54378,121.24411,8.993515,67.62696,126.7666,-108.51387,128.57666,-77.605835,17.499409,113.14239,-50.428917,-123.61595,-120.92085
5867,-68.25134,-84.07511,-72.373825,-58.576576,72.67674,60.74324,90.2697,30.579262,36.257526,74.60682,-77.31383,75.019165,97.61498,42.030094,41.06959,94.896965,-91.37584,-97.01926,46.441036,65.85297,91.505325,6.573882,50.779476,96.096924,-82.57965,97.174034,-56.9289,12.663218,84.4147,-36.310436,-91.8181,-92.187004
5908,-68.25134,-84.07511,-72.373825,-58.576576,72.67674,60.74324,90.2697,30.579262,36.257526,74.60682,-77.31383,75.019165,97.61498,42.030094,41.06959,94.896965,-91.37584,-97.01926,46.441036,65.85297,91.505325,6.573882,50.779476,96.096924,-82.57965,97.174034,-56.9289,12.663218,84.4147,-36.310436,-91.8181,-92.187004
6065,-35.614418,-47.243355,-40.07647,-31.985117,41.68045,33.811745,50.311996,16.354486,20.14,42.277985,-42.245514,41.03957,52.144753,21.433006,21.286541,52.269737,-50.403114,-53.438187,24.661896,34.775345,50.447407,3.3388104,27.49779,53.570663,-46.66185,53.500072,-28.829113,6.174339,45.033905,-17.454441,-48.26517,-52.1086
6683,-68.25134,-84.07511,-72.373825,-58.576576,72.67674,60.74324,90.2697,30.579262,36.257526,74.60682,-77.31383,75.019165,97.61498,42.030094,41.06959,94.896965,-91.37584,-97.01926,46.441036,65.85297,91.505325,6.573882,50.779476,96.096924,-82.57965,97.174034,-56.9289,12.663218,84.4147,-36.310436,-91.8181,-92.187004
8135,-31.52596,-42.528725,-35.96705,-28.594486,37.65572,30.364544,45.191654,14.532455,18.140993,38.134563,-37.794968,36.7364,46.430733,18.846466,18.81799,46.861816,-45.20677,-47.90149,21.903692,30.854427,45.25946,3.0058675,24.55821,48.13723,-42.049816,47.925034,-25.376045,5.35602,40.068237,-15.162508,-42.817898,-46.95444
1024,-31.518803,-42.520473,-35.959854,-28.58855,37.648674,30.35851,45.18269,14.529265,18.137493,38.127308,-37.787174,36.728867,46.420727,18.841938,18.813667,46.85235,-45.197674,-47.891796,21.898863,30.847563,45.25038,3.0052845,24.553064,48.127716,-42.04174,47.91527,-25.37,5.354587,40.059544,-15.158496,-42.80836,-46.945415
6418,-26.316683,-36.411366,-30.655153,-24.226372,32.401493,25.91003,38.54019,12.17953,15.564834,32.743095,-32.06012,31.177881,39.090893,15.544608,15.668701,39.877167,-38.49576,-40.760334,18.373947,25.825163,38.56656,2.5891964,20.770115,41.097733,-36.070915,40.70952,-20.99112,4.321585,33.70082,-12.296283,-35.844967,-40.242466
7380,-28.494,-39.05189,-32.93936,-26.070284,34.64867,27.80695,41.42766,13.1721325,16.70282,35.07915,-34.51665,33.58771,42.25954,16.932943,16.998817,42.880726,-41.3847,-43.811,19.854649,27.958736,41.447384,2.809528,22.412565,44.123043,-38.625313,43.828266,-22.863873,4.741236,36.41101,-13.486872,-38.822952,-43.14647
470,-99.538605,-118.597015,-102.83894,-83.79976,101.61564,86.13667,127.54597,43.974876,51.478756,104.82824,-110.45899,106.96093,140.63614,61.733994,59.97631,135.09407,-130.05742,-138.18764,67.22379,95.42623,130.2417,9.726868,72.72066,136.04091,-116.360115,138.05994,-83.88362,18.976921,121.84974,-54.732723,-133.25548,-129.60037
2219,-26.316683,-36.411366,-30.655153,-24.226372,32.401493,25.91003,38.54019,12.17953,15.564834,32.743095,-32.06012,31.177881,39.090893,15.544608,15.668701,39.877167,-38.49576,-40.760334,18.373947,25.825163,38.56656,2.5891964,20.770115,41.097733,-36.070915,40.70952,-20.99112,4.321585,33.70082,-12.296283,-35.844967,-40.242466
5368,-68.25134,-84.07511,-72.373825,-58.576576,72.67674,60.74324,90.2697,30.579262,36.257526,74.60682,-77.31383,75.019165,97.61498,42.030094,41.06959,94.896965,-91.37584,-97.01926,46.441036,65.85297,91.505325,6.573882,50.779476,96.096924,-82.57965,97.174034,-56.9289,12.663218,84.4147,-36.310436,-91.8181,-92.187004
5011,-31.518803,-42.520473,-35.959854,-28.58855,37.648674,30.35851,45.18269,14.529265,18.137493,38.127308,-37.787174,36.728867,46.420727,18.841938,18.813667,46.85235,-45.197674,-47.891796,21.898863,30.847563,45.25038,3.0052845,24.553064,48.127716,-42.04174,47.91527,-25.37,5.354587,40.059544,-15.158496,-42.80836,-46.945415
8,-87.114586,-104.89741,-90.74209,-73.79157,90.14967,76.06345,112.757225,38.6656,45.4213,92.83726,-97.29684,94.27518,123.53983,53.905514,52.463417,119.133804,-114.69501,-121.84926,58.974648,83.67952,114.85977,8.449073,64.0054,120.192474,-102.961494,121.84019,-73.15819,16.468027,106.98128,-47.396584,-116.78865,-114.75908
569,-87.20582,-104.996475,-90.82984,-73.865005,90.2331,76.13722,112.8636,38.704178,45.46411,92.923546,-97.392525,94.366325,123.66313,53.962776,52.517906,119.24909,-114.80625,-121.96817,59.03558,83.76512,114.970535,8.456599,64.06828,120.30716,-103.05929,121.95743,-73.23515,16.486967,107.08979,-47.45045,-116.90763,-114.86598
1165,-89.01052,-106.965805,-92.57226,-75.31811,91.88877,77.59779,114.981895,39.470245,46.321056,94.641624,-99.2912,96.18172,126.115654,55.0968,53.59989,121.541664,-117.01631,-124.327,60.238667,85.4624,117.175125,8.6166,65.31889,122.586655,-104.997574,124.28837,-74.768555,16.858334,109.24029,-48.51552,-119.27313,-116.99385
3385,-88.99032,-106.93456,-92.54637,-75.30134,91.86516,77.58013,114.94474,39.459003,46.30177,94.61174,-99.264336,96.14952,126.075165,55.082874,53.58378,121.50464,-116.98232,-124.2941,60.22735,85.439575,117.13735,8.604202,65.29833,122.550835,-104.97206,124.25089,-74.741104,16.857332,109.21242,-48.503998,-119.235374,-116.95733
3930,-88.97682,-106.919785,-92.53332,-75.29047,91.85273,77.56924,114.9288,39.453217,46.295296,94.5988,-99.25013,96.135864,126.056755,55.07438,53.575634,121.487404,-116.96576,-124.276436,60.218403,85.426865,117.12074,8.602888,65.28896,122.53371,-104.957565,124.233406,-74.729515,16.854593,109.19635,-48.496056,-119.217575,-116.9413
5169,-88.99031,-106.93456,-92.54638,-75.30134,91.865166,77.58013,114.94474,39.459003,46.30177,94.61173,-99.264336,96.14952,126.075165,55.082874,53.58378,121.50464,-116.98232,-124.2941,60.22735,85.43958,117.13735,8.604202,65.29833,122.550835,-104.97206,124.25089,-74.7411,16.857332,109.21241,-48.503994,-119.235374,-116.95733
